ARPT_ID,ARPT_NAME,LAT_AVG,LONG_AVG,RWY_CNT,RWY_LEN_AVG,RW_LEN_6K_10K,RWY_LEN_GE_10K
JFX,WALKER COUNTY-BEVILL FLD,33.90198585,-87.313838,1,5004.0,0,0
IL78,BENOIT,41.13111806,-87.79220139,1,2000.0,0,0
JGG,WILLIAMSBURG/JAMESTOWN,37.23917111,-76.71609069,1,3204.0,0,0
IL91,SACKMAN FLD,38.45229861,-90.23605,1,2450.0,0,0
I80,NOBLESVILLE,40.00350555,-85.96451944,1,3580.0,0,0
ILE,SKYLARK FLD,31.08582243,-97.68650592,1,5495.0,0,0
I86,PERRY COUNTY,39.69159142,-82.19778801,1,3498.0,0,0
HZX,ISEDOR IVERSON,46.61879722,-93.30981111,1,3400.0,0,0
JKL,JULIAN CARROLL,37.593859,-83.31723997,1,4400.0,0,0
HZY,NORTHEAST OHIO RGNL,41.77777993,-80.69677086,1,5900.0,0,0
I91,BOONVILLE,38.04209722,-87.31607083,1,2300.0,0,0
I00,LAKE SHAFER,40.79938472,-86.7770375,1,2675.0,0,0
I95,HARDIN COUNTY,40.61009242,-83.6442589,1,4797.0,0,0
I01,DALLAS LAKE,41.55015694,-85.42418333,1,2675.0,0,0
JNX,JOHNSTON RGNL,35.54093787,-78.39032532,1,5500.0,0,0
I06,CITY OF TULIA/SWISHER COUNTY MUNI,34.56682458,-101.7814611,1,4876.0,0,0
IA05,YAW-HOO FLD,40.85419167,-95.08592639,1,2250.0,0,0
I10,NOBLE COUNTY,39.80097027,-81.53631833,1,3811.0,0,0
JQF,CONCORD-PADGETT RGNL,35.38777014,-80.70913229,1,7402.0,1,0
IMS,MADISON MUNI,38.75990414,-85.46469641,1,5000.0,0,0
JRO,JAMES A RHODES,38.9813604,-82.57784972,1,5201.0,0,0
I16,KEE FLD,37.60045611,-81.55926694,1,3701.0,0,0
IA11,TOO SHORT,41.29428611,-93.6480125,1,1000.0,0,0
IN0,BIG TURKEY LAKE,41.585125,-85.18908889,1,2675.0,0,0
JSY,JOSEPH STATE,45.35954964,-117.2538392,1,5202.0,0,0
IN01,KEPHART FLD,39.48611111,-86.14861111,1,2500.0,0,0
IN07,TWIN LAKES,38.51852222,-85.58758333,1,1662.0,0,0
IDI,INDIANA COUNTY/JIMMY STEWART FLD,40.63106032,-79.10152664,1,5502.0,0,0
FYU,FORT YUKON,66.57240651,-145.2463314,1,5000.0,0,0
GAO,SOUTH LAFOURCHE LEONARD MILLER JR,29.44110436,-90.26111854,1,6500.0,1,0
HRJ,HARNETT RGNL JETPORT,35.38015489,-78.73223624,1,5005.0,0,0
GDJ,GRANBURY RGNL,32.4421395,-97.82444905,1,5201.0,0,0
HHW,STAN STAMPER MUNI,34.03364217,-95.5420613,1,4007.0,0,0
GQQ,GALION MUNI,40.75338955,-82.72379158,1,3504.0,0,0
HOE,HOMERVILLE,31.05688489,-82.7752659,1,4999.0,0,0
GDK,GREENE COUNTY/LEWIS A JACKSON RGNL,39.69071516,-83.99278735,1,5004.0,0,0
HCO,HALLOCK MUNI,48.7527449,-96.9430075,1,4007.0,0,0
GDM,GARDNER MUNI,42.54987879,-72.01601792,1,3000.0,0,0
GBH,GALBRAITH LAKE,68.4796758,-149.48991,1,5182.0,0,0
FYV,DRAKE FLD,36.00509593,-94.17006067,1,6005.0,1,0
HJO,HANFORD MUNI,36.31671557,-119.6276577,1,5179.0,0,0
GRF,GRAY AAF (JOINT BASE LEWIS-MCCHORD),47.07921873,-122.580784,1,6124.0,1,0
HNH,HOONAH,58.0961993,-135.4087562,1,3367.0,0,0
FVE,NORTHERN AROOSTOOK RGNL,47.28550364,-68.31273479,1,4600.0,0,0
HPT,HAMPTON MUNI,42.72369301,-93.22633292,1,4020.0,0,0
GRK,ROBERT GRAY AAF,31.06723583,-97.82892729,1,9997.0,1,0
GDB,GRANITE FALLS MUNI/LENZEN-ROE-FAGEN MEML FLD,44.75245921,-95.55553008,1,4357.0,0,0
FZI,FOSTORIA METRO,41.19083285,-83.39306845,1,5005.0,0,0
HDH,KAWAIHAPAI AIRFIELD,21.57947319,-158.1972814,1,9007.0,1,0
GRO,BENJAMIN TAISACAN MANGLONA INTL,14.17434922,145.2411191,1,7000.0,1,0
HEQ,HOLYOKE,40.56942962,-102.2726892,1,5000.0,0,0
FWN,SUSSEX,41.20021399,-74.6230351,1,3506.0,0,0
GLV,GOLOVIN,64.55045833,-163.0071708,1,4000.0,0,0
GSB,SEYMOUR JOHNSON AFB,35.3393854,-77.96059477,1,11760.0,0,1
HIG,HIGGINSVILLE INDUSTRIAL MUNI,39.07245833,-93.67736111,1,4400.0,0,0
GE99,HEAVEN'S LANDING,34.91418333,-83.459425,1,5062.0,0,0
HLA,HUSLIA,65.69785397,-156.3513926,1,4000.0,0,0
G05,FINLEYVILLE AIRPARK,40.24544861,-80.00981389,1,2497.0,0,0
GNG,GOODING MUNI,42.91708051,-114.7663378,1,5371.0,0,0
GA19,HEATH GREEN SKYRANCH,31.84483055,-81.68758611,1,1982.0,0,0
HNS,HAINES,59.2438293,-135.5235376,1,4000.0,0,0
GSP,GREENVILLE SPARTANBURG INTL,34.89567066,-82.21885784,1,11001.0,0,1
GOP,GATESVILLE MUNI,31.4209375,-97.7964625,1,3400.0,0,0
GEO,BROWN COUNTY,38.88194557,-83.88273675,1,3530.0,0,0
HQU,THOMSON-MCDUFFIE COUNTY,33.52973036,-82.51695284,1,5514.0,0,0
GSZ,GRANITE MOUNTAIN AS,65.40213194,-161.2814736,1,3873.0,0,0
HRT,HURLBURT FLD,30.42891805,-86.68880139,1,9600.0,1,0
GEU,GLENDALE MUNI,33.52691153,-112.2951277,1,7150.0,1,0
HCA,HOLY CROSS,62.18829583,-159.77495,1,4000.0,0,0
GEV,ASHE COUNTY,36.43245913,-81.41849343,1,5002.0,0,0
GIC,IDAHO COUNTY,45.94266887,-116.1230217,1,5101.0,0,0
GA36,READDICK FLD,30.76689028,-81.71665277,1,3400.0,0,0
HDN,YAMPA VALLEY,40.48118053,-107.2176664,1,10000.0,1,0
GA46,HIGH POINT,30.927,-81.43255555,1,2339.0,0,0
GKY,ARLINGTON MUNI,32.6638714,-97.09428076,1,6080.0,1,0
GTR,GOLDEN TRIANGLE RGNL,33.44826698,-88.59139121,1,8003.0,1,0
FYE,FAYETTE COUNTY,35.20770408,-89.3944579,1,5000.0,0,0
GFD,POPE FLD,39.79167639,-85.73525277,1,2165.0,0,0
HFY,INDY SOUTH GREENWOOD,39.62760794,-86.088027,1,5102.0,0,0
FSW,FORT MADISON MUNI,40.65910377,-91.32774032,1,4000.0,0,0
HHI,WHEELER AAF,21.48145139,-158.0378444,1,5608.0,0,0
GA49,HAMILTON STRIP,31.21273611,-83.63605555,1,3000.0,0,0
HIE,MOUNT WASHINGTON RGNL,44.36755419,-71.54581053,1,4001.0,0,0
GUP,GALLUP MUNI,35.51105864,-108.7893062,1,7315.0,1,0
FYJ,MIDDLE PENINSULA RGNL,37.52134707,-76.76274658,1,5000.0,0,0
GUR,CAMP GUERNSEY,42.25973783,-104.7283138,1,5060.0,0,0
FYM,FAYETTEVILLE MUNI,35.05970002,-86.56401018,1,5900.0,0,0
GUS,GRISSOM ARB,40.64809167,-86.15211944,1,12501.0,0,1
HLC,HILL CITY MUNI,39.38020479,-99.83145915,1,5000.0,0,0
GA65,HOME FLD,33.60791111,-83.35525694,1,1508.0,0,0
GCM,CLAREMORE RGNL,36.29270989,-95.47962275,1,5200.0,0,0
GVE,GORDONSVILLE MUNI,38.15598722,-78.16577528,1,2300.0,0,0
HNB,HUNTINGBURG,38.24901667,-86.95281957,1,5501.0,0,0
FWQ,ROSTRAVER,40.20972761,-79.83145572,1,4002.0,0,0
HNM,HANA,20.7956371,-156.0144379,1,3606.0,0,0
GVQ,GENESEE COUNTY,43.03175316,-78.16965789,1,5499.0,0,0
GOK,GUTHRIE/EDMOND RGNL,35.85152272,-97.41617754,1,5001.0,0,0
GVT,MAJORS,33.06784192,-96.06532201,1,8030.0,1,0
GCT,GUTHRIE COUNTY RGNL,41.68698419,-94.43505107,1,3400.0,0,0
GWB,DE KALB COUNTY,41.3071621,-85.06434996,1,5000.0,0,0
HPB,HOOPER BAY,61.52387047,-166.1466233,1,3300.0,0,0
FVX,FARMVILLE RGNL,37.35752717,-78.43779161,1,4400.0,0,0
GPH,MIDWEST NTL AIR CENTER,39.3325078,-94.3096479,1,5502.0,0,0
GGF,GRANT MUNI,40.87066455,-101.7338798,1,4797.0,0,0
HRF,RAVALLI COUNTY,46.25716587,-114.1238431,1,5200.0,0,0
GWS,GLENWOOD SPRINGS MUNI,39.50598614,-107.309074,1,3305.0,0,0
HRO,BOONE COUNTY,36.26151619,-93.15473241,1,6161.0,1,0
GWW,WAYNE EXEC JETPORT,35.46055525,-77.96492703,1,5501.0,0,0
GPM,GRAND PRAIRIE MUNI,32.69878266,-97.04691663,1,4001.0,0,0
GXF,GILA BEND AF AUX,32.88784722,-112.7196097,1,8502.0,1,0
HBZ,HEBER SPRINGS MUNI,35.51169305,-92.01300972,1,4002.0,0,0
FUL,FULLERTON MUNI,33.87202319,-117.9797974,1,3121.0,0,0
HCD,HUTCHINSON MUNI/BUTLER FLD,44.85987801,-94.38250562,1,4000.0,0,0
GYB,GIDDINGS-LEE COUNTY,30.16926712,-96.98001819,1,4000.0,0,0
HCR,HEBER VALLEY,40.48180097,-111.4288034,1,6898.0,1,0
GYH,DONALDSON FLD,34.75831236,-82.37641301,1,8000.0,1,0
FWB,BRANSON WEST MUNI - EMERSON FLD,36.6984979,-93.40225066,1,5002.0,0,0
GGI,GRINNELL RGNL,41.70989577,-92.73598093,1,5200.0,0,0
GAM,GAMBELL,63.76661636,-171.7327843,1,4500.0,0,0
GYL,GLENCOE MUNI,44.75600567,-94.08146089,1,3300.0,0,0
GKJ,PORT MEADVILLE,41.626514,-80.21473232,1,5001.0,0,0
GYR,PHOENIX GOODYEAR,33.42328123,-112.3753614,1,8500.0,1,0
GKT,GATLINBURG-PIGEON FORGE,35.85775825,-83.52870329,1,5506.0,0,0
GGP,LOGANSPORT/CASS COUNTY,40.71126408,-86.37270468,1,5001.0,0,0
GAS,GALLIA-MEIGS RGNL,38.83411141,-82.16342955,1,3999.0,0,0
GGV,KWIGILLINGOK,59.87568889,-163.1680875,1,1835.0,0,0
HES,HEALDSBURG MUNI,38.65285916,-122.8986415,1,2652.0,0,0
GZL,STIGLER RGNL,35.28816187,-95.09388272,1,4296.0,0,0
FYG,WASHINGTON RGNL,38.58758488,-90.99380272,1,5002.0,0,0
GZN,GREGORY M SIMMONS MEML,32.36584163,-99.02368082,1,6536.0,1,0
HFJ,MONETT RGNL,36.90512941,-94.01416648,1,6001.0,1,0
GZS,ABERNATHY FLD,35.1540871,-87.05706118,1,5310.0,0,0
GBR,WALTER J KOLADZA,42.18421403,-73.40324041,1,2579.0,0,0
H04,VINITA MUNI,36.61461628,-95.15169476,1,4209.0,0,0
HHG,HUNTINGTON MUNI,40.85291869,-85.45706622,1,5003.0,0,0
H05,WILBURTON MUNI,34.92020694,-95.39390278,1,3000.0,0,0
HHR,JACK NORTHROP FLD/HAWTHORNE MUNI,33.92284786,-118.3350868,1,4884.0,0,0
H17,BUFFALO MUNI,37.65407639,-93.08699722,1,3220.0,0,0
GLW,GLASGOW MUNI,37.03177604,-85.95375549,1,5302.0,0,0
H19,BOWLING GREEN MUNI,39.3706964,-91.22027975,1,3203.0,0,0
HIF,HILL AFB,41.12393943,-111.9730592,1,13500.0,0,1
GAG,GAGE,36.29576528,-99.77649583,1,5033.0,0,0
HII,LAKE HAVASU CITY,34.57112378,-114.3582776,1,8000.0,1,0
H35,CLARKSVILLE MUNI,35.47067783,-93.42715718,1,4504.0,0,0
GMJ,GROVE RGNL,36.60677294,-94.7385635,1,5200.0,0,0
H37,HERLONG,40.13871389,-120.1799708,1,3260.0,0,0
HKA,BLYTHEVILLE MUNI,35.94040972,-89.83079762,1,4999.0,0,0
H47,HYAMPOM,40.625625,-123.4684931,1,2980.0,0,0
HKY,HICKORY RGNL,35.73998742,-81.38843232,1,6401.0,1,0
H57,BISMARCK MEML,37.75879583,-90.61681805,1,2050.0,0,0
HLB,BATESVILLE,39.34310461,-85.25842423,1,5933.0,0,0
H58,OWEN FLD,37.18405,-92.73705278,1,1725.0,0,0
GNB,GRANBY-GRAND COUNTY,40.09005302,-105.9166514,1,5001.0,0,0
H63,HARLAN COUNTY LAKE,40.05887639,-99.28192222,1,6000.0,0,0
HLX,TWIN COUNTY,36.76611075,-80.82356014,1,4204.0,0,0
H68,HEFNER-EASLEY,35.96568802,-95.34180393,1,3401.0,0,0
HMP,ATLANTA SPEEDWAY,33.38990237,-84.33103651,1,5509.0,0,0
H70,STRATFORD FLD,36.34564792,-102.0492567,1,3023.0,0,0
HMZ,BEDFORD COUNTY,40.08612489,-78.5134988,1,5006.0,0,0
H71,MID-AMERICA INDUSTRIAL,36.22538746,-95.33005705,1,5001.0,0,0
GNT,GRANTS-MILAN MUNI,35.16930295,-107.9033491,1,7172.0,1,0
H79,ELDON MODEL AIRPARK,38.3615838,-92.57131761,1,4000.0,0,0
GNU,GOODNEWS,59.11785972,-161.573667,1,3300.0,0,0
H80,FIELD OF DREAMS,44.36469166,-83.76282361,1,2400.0,0,0
GCN,GRAND CANYON NTL PARK,35.95235641,-112.1469609,1,8999.0,1,0
GHG,MARSHFIELD MUNI - GEORGE HARLOW FLD,42.09749883,-70.67301986,1,3900.0,0,0
HNZ,HENDERSON/OXFORD,36.36114063,-78.52982665,1,5501.0,0,0
H88,A PAUL VANCE FREDERICKTOWN RGNL,37.60563286,-90.28748212,1,4000.0,0,0
HOC,HIGHLAND COUNTY,39.18876125,-83.53879132,1,3520.0,0,0
H92,HOMINY MUNI,36.44275,-96.387225,1,3210.0,0,0
HOM,HOMER,59.64554773,-151.4765923,1,6701.0,1,0
H96,BENTON MUNI,38.00850732,-88.93444382,1,4002.0,0,0
GOO,NEVADA COUNTY,39.22405974,-121.0025487,1,4657.0,0,0
H97,PAWNEE MUNI,36.37731111,-96.80520833,1,2133.0,0,0
GCY,GREENEVILLE MUNI,36.1957344,-82.81136651,1,6300.0,1,0
HAB,MARION COUNTY-RANKIN FITE,34.11694133,-87.99821379,1,5495.0,0,0
GPC,PUTNAM COUNTY RGNL,39.63353966,-86.81381661,1,5002.0,0,0
HAE,HANNIBAL RGNL,39.72516318,-91.44385098,1,4400.0,0,0
HPY,BAYTOWN,29.78608611,-94.95267069,1,4334.0,0,0
HAF,HALF MOON BAY,37.51343533,-122.5011629,1,5000.0,0,0
HQM,BOWERMAN,46.97119615,-123.9365638,1,5000.0,0,0
GHM,CENTERVILLE MUNI,35.83741593,-87.44537668,1,4002.0,0,0
HQZ,MESQUITE METRO,32.7469625,-96.53041958,1,6000.0,0,0
HAO,BUTLER COUNTY RGNL/HOGAN FLD,39.36375955,-84.52194375,1,5500.0,0,0
HRI,HERMISTON MUNI,45.82821568,-119.2591627,1,4501.0,0,0
HBC,MOHALL MUNI,48.76888528,-101.5376425,1,3599.0,0,0
GDA,MARION-CRITTENDEN COUNTY JAMES C JOHNSON RGNL,37.33593919,-88.11067056,1,5001.0,0,0
HBE,HIMSEL AAF,39.33926389,-86.02977778,1,4039.0,0,0
HRR,HEALY RIVER,63.86757766,-148.9688382,1,2910.0,0,0
HBG,HATTIESBURG BOBBY L CHAIN MUNI,31.26494722,-89.25289704,1,6094.0,1,0
HRU,HERINGTON RGNL,38.69470996,-96.80797841,1,4184.0,0,0
HBI,ASHEBORO RGNL,35.65452506,-79.89473686,1,5501.0,0,0
HSA,STENNIS INTL,30.36780478,-89.45461243,1,8498.0,1,0
GAI,MONTGOMERY COUNTY AIRPARK,39.16834097,-77.16600209,1,4202.0,0,0
HBV,JIM HOGG COUNTY,27.34955915,-98.73695618,1,5003.0,0,0
FME,TIPTON,39.08525139,-76.75954722,1,3000.0,0,0
FFT,CAPITAL CITY,38.18173169,-84.90674977,1,5506.0,0,0
FCY,HUTFLY,34.94199819,-90.77496625,1,3014.0,0,0
EYE,EAGLE CREEK AIRPARK,39.83071741,-86.29438574,1,4200.0,0,0
EGE,EAGLE COUNTY RGNL,39.64276112,-106.9159392,1,9000.0,1,0
EYF,CURTIS L BROWN JR FLD,34.6018155,-78.57927676,1,5006.0,0,0
E75,LAKE ERIE LANDING AREA,42.1716075,-80.1103075,1,2830.0,0,0
EYW,KEY WEST INTL,24.55611953,-81.75995596,1,5076.0,0,0
EHR,HENDERSON CITY-COUNTY,37.80783767,-87.68568904,1,5503.0,0,0
ELN,BOWERS FLD,47.03484549,-120.5288591,1,4300.0,0,0
EIW,COUNTY MEML,36.53530833,-89.59972361,1,3200.0,0,0
ELO,ELY MUNI,47.82401308,-91.82932057,1,5596.0,0,0
ESW,EASTON STATE,47.25418389,-121.1855317,1,2640.0,0,0
EZM,HEART OF GEORGIA RGNL,32.216395,-83.12866605,1,6506.0,1,0
EVU,NORTHWEST MISSOURI RGNL,40.35329122,-94.91663542,1,4600.0,0,0
E79,SIERRA SKY PARK,36.84017639,-119.8694028,1,2473.0,0,0
FRR,FRONT ROYAL-WARREN COUNTY,38.91751215,-78.25337343,1,3008.0,0,0
EZZ,CAMERON MEML,39.72755957,-94.27637846,1,4000.0,0,0
FD90,LAFAYETTE LANDINGS,29.16766272,-81.2645774,1,2600.0,0,0
F00,JONES FLD,33.61308958,-96.17932361,1,4000.0,0,0
FFC,ATLANTA RGNL FALCON FLD,33.35771385,-84.57253011,1,5768.0,0,0
EAT,PANGBORN MEML,47.39895871,-120.2072836,1,7000.0,1,0
FGX,FLEMING-MASON,38.54160529,-83.74401833,1,5002.0,0,0
EGT,WELLINGTON MUNI,37.32499571,-97.38835597,1,5201.0,0,0
EKA,MURRAY FLD,40.80339808,-124.1127905,1,3011.0,0,0
ELZ,WELLSVILLE MUNI/TARANTINE FLD,42.10952347,-77.98997852,1,5300.0,0,0
FL36,LYKES SILVER LAKE,26.91697361,-81.56258333,1,2400.0,0,0
F08,EUFAULA MUNI,35.29830417,-95.62737083,1,3000.0,0,0
FLP,MARION COUNTY RGNL,36.29089064,-92.59025433,1,5001.0,0,0
F09,OLUSTEE MUNI,34.51721344,-99.43383888,1,2000.0,0,0
EUL,CALDWELL EXEC,43.64184851,-116.6357647,1,5500.0,0,0
F10,HENRYETTA MUNI,35.40687444,-96.01582861,1,3501.0,0,0
EDN,ENTERPRISE MUNI,31.29971707,-85.89984517,1,5080.0,0,0
F13,SHELL CREEK AIRPARK,26.96859861,-81.91631805,1,2600.0,0,0
ELK,ELK CITY RGNL BUSINESS,35.43079079,-99.39427706,1,5399.0,0,0
E89,CONCHAS LAKE,35.36783889,-104.1805083,1,4800.0,0,0
EXX,DAVIDSON COUNTY EXEC,35.78114111,-80.30377293,1,5004.0,0,0
FSO,FRANKLIN COUNTY STATE,44.94027864,-73.09745926,1,3001.0,0,0
FD23,RUTLAND RUNWAY,28.86780767,-82.19814717,1,2204.0,0,0
EEO,MEEKER COULTER FLD,40.0488025,-107.8859234,1,6503.0,1,0
ECP,NORTHWEST FLORIDA BEACHES INTL,30.35824075,-85.79560289,1,10000.0,1,0
EMT,SAN GABRIEL VALLEY,34.08599903,-118.0348407,1,3995.0,0,0
FET,FREMONT MUNI,41.45083154,-96.52334478,1,6353.0,1,0
F22,PERRY MUNI,36.3856104,-97.27722186,1,5103.0,0,0
EEK,EEK,60.21369762,-162.043902,1,3242.0,0,0
F23,RANGER MUNI,32.451475,-98.6815125,1,3415.0,0,0
EIL,EIELSON AFB,64.66563889,-147.1014417,1,14530.0,0,1
F30,SULPHUR MUNI,34.52704444,-96.9901875,1,3500.0,0,0
ECU,EDWARDS COUNTY,29.94691952,-100.1738548,1,4050.0,0,0
F31,LAKE TEXOMA STATE PARK,33.99106314,-96.64271544,1,3000.0,0,0
EDE,NORTHEASTERN RGNL,36.02858987,-76.56976744,1,6001.0,1,0
F32,HEALDTON MUNI,34.25489444,-97.47292778,1,3020.0,0,0
E77,SAN MANUEL,32.63644028,-110.6472877,1,4207.0,0,0
F34,FIREBAUGH,36.85998847,-120.4644678,1,3102.0,0,0
FL03,NR3 FARMS,28.7173625,-82.02878055,1,4000.0,0,0
F35,POSSUM KINGDOM,32.92332458,-98.43687278,1,3500.0,0,0
FL74,INDIAN RIVER AERODROME,27.598897,-80.50236434,1,2567.0,0,0
EMV,EMPORIA-GREENSVILLE RGNL,36.68685808,-77.48274915,1,5010.0,0,0
E70,HUBER AIRPARK CIVIC CLUB LLC,29.60240625,-97.99056305,1,3415.0,0,0
E91,CHINLE MUNI,36.10929555,-109.5754753,1,6902.0,1,0
EKQ,WAYNE COUNTY,36.85526351,-84.856126,1,4000.0,0,0
F41,ENNIS MUNI,32.32969944,-96.66390002,1,3999.0,0,0
EDJ,BELLEFONTAINE RGNL,40.37228454,-83.81923715,1,5000.0,0,0
F43,EL DORADO DOWNTOWN-STEVENS FLD,33.19125,-92.663225,1,3000.0,0,0
FNB,BRENNER FLD,40.07878378,-95.59198943,1,3999.0,0,0
F44,ATHENS MUNI,32.16386023,-95.82835812,1,3988.0,0,0
EVW,EVANSTON-UINTA COUNTY BURNS FLD,41.27479005,-111.0346298,1,7300.0,1,0
FSK,FORT SCOTT MUNI,37.79835764,-94.76936451,1,4403.0,0,0
FOT,ROHNERVILLE,40.55394128,-124.1326559,1,4004.0,0,0
F46,RALPH M HALL/ROCKWALL MUNI,32.93059528,-96.43547625,1,3373.0,0,0
ELI,ELIM,64.61497478,-162.270539,1,3401.0,0,0
F47,ST GEORGE ISLAND,29.64458401,-84.91559893,1,3339.0,0,0
E78,SELLS,31.93257033,-111.8942477,1,5830.0,0,0
E94,GLENWOOD,33.35331944,-108.8671431,1,3700.0,0,0
FSE,FOSSTON MUNI/ANDERSON FLD,47.59282979,-95.77348691,1,3502.0,0,0
F51,WINNSBORO MUNI,32.93882622,-95.27886737,1,3215.0,0,0
FCS,BUTTS AAF (FORT CARSON),38.67830354,-104.7564806,1,4500.0,0,0
F53,FRANKLIN COUNTY,33.21532584,-95.23722431,1,3900.0,0,0
FD03,FIVE OAKS ESTATE,30.803,-86.43647778,1,1800.0,0,0
EBD,SOUTHERN WEST VIRGINIA RGNL,37.68176401,-82.1220681,1,5001.0,0,0
FD38,WELLINGTON AERO CLUB,26.64670833,-80.29506667,1,4055.0,0,0
F57,JACK BROWNS,28.05752916,-81.76279028,1,3600.0,0,0
EPM,EASTPORT MUNI,44.91012015,-67.01268868,1,4002.0,0,0
F62,HAYFORK,40.54699022,-123.1796432,1,4100.0,0,0
FDW,FAIRFIELD COUNTY,34.31571712,-81.108558,1,5243.0,0,0
F68,ANADARKO MUNI,35.05218247,-98.26406061,1,3100.0,0,0
ECS,MONDELL FLD,43.88423997,-104.3144989,1,5310.0,0,0
F70,FRENCH VALLEY,33.57417907,-117.1284732,1,6000.0,0,0
FFA,FIRST FLIGHT,36.01759646,-75.67156939,1,3000.0,0,0
EET,SHELBY COUNTY,33.17777904,-86.78321341,1,5000.0,0,0
EQY,CHARLOTTE/MONROE EXEC,35.01741588,-80.62205509,1,7001.0,1,0
F81,OKEMAH MUNI,35.40527083,-96.30553889,1,3400.0,0,0
ERR,ERROL,44.79216667,-71.16452525,1,3600.0,0,0
ENM,EMMONAK,62.78614776,-164.4907501,1,4601.0,0,0
EIK,ERIE MUNI,40.01023769,-105.0480766,1,4700.0,0,0
E95,BENSON MUNI/PAUL KERCHUM FLD,31.99945134,-110.3579615,1,4002.0,0,0
FGU,COLLEGEDALE MUNI,35.04442083,-85.02006667,1,4986.0,0,0
F86,CALDWELL PARISH,32.12215515,-92.05450807,1,3501.0,0,0
FHAW,ASCENSION AUX AF,-7.96959583,-14.39366389,1,10019.0,0,1
F87,UNION PARISH,32.72495583,-92.33716583,1,3003.0,0,0
FHR,FRIDAY HARBOR,48.52196604,-123.0243701,1,3402.0,0,0
F88,JONESBORO,32.20199518,-92.73293352,1,3204.0,0,0
FIG,CLEARFIELD-LAWRENCE,41.04913361,-78.4151579,1,4499.0,0,0
F89,WINNSBORO MUNI,32.15303122,-91.69857347,1,3001.0,0,0
FIT,FITCHBURG MUNI,42.55384689,-71.7591745,1,5001.0,0,0
F92,KINGFISHER,35.87667083,-97.9529375,1,2800.0,0,0
FKA,FILLMORE COUNTY,43.67675603,-92.17973671,1,4001.0,0,0
F95,CALHOUN COUNTY,30.4870317,-85.11378572,1,3729.0,0,0
FKN,FRANKLIN RGNL,36.70029607,-76.90213557,1,4977.0,0,0
EHM,CAPE NEWENHAM LRRS,58.64814861,-162.0638028,1,3945.0,0,0
FKS,FRANKFORT DOW MEML FLD,44.62520166,-86.20085555,1,4050.0,0,0
F99,HOLDENVILLE MUNI,35.08586582,-96.41666204,1,3251.0,0,0
FL34,EGLIN AUX FLD 6,30.63358333,-86.74276666,1,4629.0,0,0
FA30,REDTAIL AIRSTRIP,29.27739583,-82.500625,1,2700.0,0,0
FL37,TREASURE COAST AIRPARK,27.2408625,-80.48856666,1,4061.0,0,0
FA36,WHITE FARMS,29.51512777,-82.87292361,1,3909.0,0,0
FL83,WHISKEY THROTTLE FLD,30.43277777,-85.49930555,1,1839.0,0,0
FA37,WING SOUTH AIRPARK,26.11658435,-81.70228728,1,4400.0,0,0
FLG,FLAGSTAFF PULLIAM,35.14031548,-111.6692402,1,8800.0,1,0
FA54,CORAL CREEK,26.85374166,-82.25260277,1,6000.0,0,0
ETC,TARBORO-EDGECOMBE,35.93726295,-77.54648015,1,3999.0,0,0
FA60,VINCE'S CONDOMINIUM ASSOCIATION,27.23891667,-81.38769444,1,3000.0,0,0
FLV,SHERMAN AAF,39.36757555,-94.91433972,1,5318.0,0,0
FA86,EARLY BIRD,29.21464028,-82.37165555,1,2212.0,0,0
ETN,EASTLAND MUNI,32.41488968,-98.80969937,1,5000.0,0,0
FA89,SUWANEE VALLEY,30.37358492,-82.71962992,1,5500.0,0,0
EUF,WEEDON FLD,31.95131848,-85.12892836,1,5000.0,0,0
FAF,FELKER AAF,37.13260833,-76.60893611,1,3025.0,0,0
EKS,ENNIS BIG SKY,45.27572461,-111.6489157,1,7600.0,1,0
EBG,SOUTH TEXAS INTL AT EDINBURG,26.44167115,-98.12221577,1,5000.0,0,0
EKX,ADDINGTON FLD,37.68600551,-85.92503443,1,6001.0,1,0
FAM,FARMINGTON RGNL,37.76089165,-90.42866805,1,4323.0,0,0
EKY,BESSEMER,33.31261089,-86.92630199,1,6007.0,1,0
FAQ,FITIUTA,-14.21611232,-169.4235494,1,3200.0,0,0
EAN,PHIFER AIRFIELD,42.05551908,-104.928283,1,5900.0,0,0
E98,MID VALLEY AIRPARK,34.76100964,-106.7449459,1,4332.0,0,0
ELA,EAGLE LAKE,29.60002257,-96.32194113,1,4280.0,0,0
EOD,SABRE AAF (FORT CAMPBELL),36.56765264,-87.48145825,1,5000.0,0,0
FOM,FILLMORE MUNI,38.95813271,-112.3631447,1,5040.0,0,0
EOE,NEWBERRY COUNTY,34.30932293,-81.6406545,1,4001.0,0,0
FOZ,BIGFORK MUNI,47.78393294,-93.65099297,1,3998.0,0,0
FBG,SIMMONS AAF,35.13209583,-78.93534583,1,4121.0,0,0
EDU,UNIVERSITY,38.53146212,-121.7864639,1,3176.0,0,0
FBK,LADD AAF,64.83760972,-147.6144917,1,8575.0,1,0
FQD,RUTHERFORD COUNTY/MARCHMAN FLD,35.42823604,-81.93507514,1,5000.0,0,0
EHO,SHELBY-CLEVELAND COUNTY RGNL,35.25574904,-81.60076398,1,5001.0,0,0
FRH,FRENCH LICK MUNI,38.50621897,-86.63694563,1,5500.0,0,0
EOP,PIKE COUNTY,39.16696982,-82.92832756,1,4899.0,0,0
